company,Name ,Date,Review,Resolution against customer complaint,Source
Bounce,Mohammed Aliulla Shariff,8-Mar-20,"The only thing I regret after using this is why I was using ola/uber so much when i could have used bounce.. extremely useful and helpful.. And touching a tier 2 cities like Hassan is amazing. The payment page is lil complicated, still not sure how to use my bounce rewards. But still good work and keep the amazing stuff you ppl are doing..",,play store
Bounce,Preetivardhan Bhat,9-Mar-20,"Now a days the experience becoming pathetic. I dont understand the benifit of scan number plate option. None of the rides are easy to book, even though the bike is infront of the eye and visible, it wont show up on the app and can not book even after scanning the number plate.",,play store
Bounce,viren621,14-Mar-20,"Refueling offer is a scam be aware !!!!. Last weekend i had used this offer , refueled the bike and uploaded fuel receipt along with ODO meter reading . Once uploaded I could see that the app acknowledged the receipt but when I ended my trip the uploaded receipt was missing. I am following up daily but no luck. So please be careful with refueling offer , you will lose your money There is no customer service number and you will be left at the mercy of Bounce team. Bookings ID 46496863",,play store
Bounce,Syed Asif,20-Mar-20,I had second bad experience firstly when first ride is free I had been charged RS 60 unnecessary ..and now when I had booked and ended my ride it didn't got end and later after 40 mins it was still showing active due to which again charges have been applied ....worse part there is nothing like customer support where you can raise your concern....,,play store
Bounce,Karthik Kumar,9-Mar-20,"From past 3-4 weeks I've kept on complaining about my account issue, it says ""we are experiencing high demand, all our bikes are busy"", I'm unable to book any bike at all, I've written number of e-mails, called so many authorities at Bounce support, DM on Facebook, Instagram, what not, still there isn't any response from Bounce side! Please help me with this Issue!",,play store
Bounce,Suman Choudhary,11-Mar-20,"It is a very good app helping the road the road traffic by providing bikes , but the issue i recently faced was the bike i was provided with was not in a good condition (there was no air in the tyre) and brakes were too tight nd hence i met with a accident nd was severly injured while stopping my vehicle nd because it is a very big process to end trip and i was injured i was charged with fines and extra fee I request bounce to help me out with this query nd resolve my issue",,play store
Bounce,Daring Dinesh,19-Mar-20,Bike Rental is good idea But the charge it is imposed on me is worst experience. The rent charge per minute is 0.69 is not the right manner. It us to be charge hourly. Per hour = 60min × 0.69 = 41.4. I had taken bike for 5hr 28min = 328×0.69 = 220.8. But I travelled 20.5 kms. Km per charge is good. But rental bike charge is heavy. I wont preference this app once again Worst experience for me.,,play store
Bounce,BRIJBHAN SAROJ,18-Mar-20,"Very stupid apps for rent bike. This bounce bike is cheater ..I had booked one Ride after completing my Ride I ended ,and got massage that u have not submitted helmet ... I had seen helmet in diggy but I didn't use helmet.... Another Rider can take helmet I'm very unhappy to use this apps😡😠😡😠😡😡. I have got massage if I will not pay 600 till then can't use. 2times this issue had happened ,. Making fool stupid ",,play store
Bounce,Akshay Tiwari,7-Mar-20,What a fantastic app. I just started using it today and I'm already in love with bounce. The bikes are all well serviced. Works like a charm. Helmets are missing in few bikes but I don't blame bounce for it. Looking forward to see this spread across India like a wildfire.,,play store
Bounce,Vineet Kumar,14-Mar-20,Just one improvement please add mobile phone holder in the Scotties as most of the people are using it to travel to New places and the routes in Bangalore are so difficult to remember for a newbie😅😅. Its very difficult to keep stopping and seeing directions in Google maps everytime,,play store
Bounce,GARIMA DE,18-Mar-20,I booked my first ride through bounce. I faced several issues while starting the trip and ending it. I couldn't end it till 5mins after I reached my destination. Also I mailed the team stating the issue but didn't receive a reply. Also my first ride wasn't free at all.,,play store
Bounce,Achintya Agarwal,28-Feb-20,"Absolutely rubbish service in case of emergencies. You walk 1km-1.5km in the dead of the night, hoping to hail bounce but the scooty are either damaged or don't start or stop after 200-300m only because of fuel. These drawback should be listed and displayed while booking only so that a person can make a conscious choice",,play store
Bounce,Zara Mudassir,5-Mar-20,"Bounce hs become essential for my daily commute. I just have one issue, in recent updates, the map location has been removed - earlier I could open map for directions upto the scooter/bike but now the same button gives direction from the bike to your selected destination",,play store
Bounce,Chethan Kumar .U,5-Mar-20,"Best bike rental app ever💓 . I am Taking ride from pg to office every day, it saving my time and money tqs to bounce team for saving time and money it helps a lot for me. Especially its save a money to other use and some people are using it for worng way please take action for them. Recently introduced 5th and 10th ride reward i am happy with that because incase if the ride have more amount they will use that reward and reduce the payment of that ride, Tqs to bounce i will support you ",,play store
Bounce,Saviana de Sousa,11-Mar-20,Love the service but rating it 1 star because of the incorrect information provided by bounce for refueling and there is no support email or number to contact with the issues I'm having. I will change the rating to 5 stars as soon as I get my issue resolved :),,play store
Bounce,Sagan Pariyar,15-Mar-20,"Initially face some fuel refund issues but that got resolved quickly, thanks for great customer support team of bounce. Only issue I have now is suddenly my area comes under no service area, I know bounce remove certain areas because of petrol theft and other bike related issues but there are some genuine users who regularly using bounce and now they cannot be, I think bounce should undertake some benefits for its genuine users like bike on demand Rest it's really innovative idea",,play store
Bounce,Manjunath K Telagadi,28-Feb-20,They say cashback will be awarded if you park in the bounce zone . but it never happens.After writing a review .They said cashback is approved after checking the details . Then they say that location is not available even after providing all the details of parking the scooter in the bounce zone.They say scooter is gps enabled where it doesn't give the correct details of where we started the journey and where we end . Worst customer support. Don't expect any cashback if you park in the bounce zon,,play store
Bounce,Zainab Cyclewala,1-Mar-20,"I've used bounce around 4 times now, and all the times I've received quality service. All the bikes had helmets, petrol was always sufficient and bikes were in good condition. Makes me walk a little and it's always worth it. Almost always I had to pay only 1/4th of what I pay for cab on a usual basis. A serious life changer.",,play store
Bounce,Nitin Nair,19-Mar-20,This service has been stopped in Yelahanka Old town on 10/03/2020 the bounce app is not ready to accept the destination beyond Kogilu Cross Signal.It is so disappointing that i was using this service for more than 5months & now all of sudden today i cannot book the bounce bike to my preferred location. Anyway i am uninstalling this app because of it is of no use to me. Bounce please look into this matter seriously because you will loose a hell lot of customers.,,play store
Bounce,mavilla vishnu vardhan,20-Mar-20,. Please make some fixes to the map view. It always jumps to the normal scale when zooming in. It should be flexible. Also there can be an option to navigate to the bike. Either in-app or intent to google maps.,,play store
Bounce,Srividya Reddy,28-Feb-20,I am a regular user of bounce. I had ended the trip but because of network issue it did not get ended. And I got a message from bounce the next day that ride is still active and charged almost 1000Rs. They should have an option that if ride is not being used then they end trip or send a message after 2hrs,,play store
Bounce,vj bhatt,27-Feb-20,"I love this app. I am using this service daily almost 3 to 4 times, sometimes hard to find the bike but I will manage, only think if any bike has issue sometimes like if pics not uploaded or any other issue reported by last customer we can see that will be help full to us to save the time book the ride.",,play store
Bounce,Vasudev Kunder,4-Mar-20,"Needs improvement in following areas, based on problems faced by me Belagavi City. 1. Drop location should show shop opening times as well, as i wasn't able to end my ride because the shop was closed when I reached location. 2. No clarity regarding active drop location, faced this problem at 2 location, the shopkeeper for some reason has uninstalled the app and has stopped accepting vehicles, but is still active in app. If shop partner has stopped accepting then it should nt be active on app",,play store
Bounce,Chethan Shreeyan,8-Mar-20,"One of the worst experience i felt today, I tried nearly 15 bikes and every bike its showing not available and after successful confirmation bike was not starting. Use this application when you people are not in urgent, Because of this I'm 20 min late.",,play store
Bounce,A Google user,19-Mar-20,"It was good,later they started playing with fare and now playing with service area. As I already mailed you I request you guys to deactivate my account and delete all necessary information from you. I don't want to use your services ever and activate DND to your any promotions.",,play store
Bounce,Gaurav Bhandari,2-Mar-20,Just use the bike and give them the required amount... Never ever refuel it...they will not refund your amount...you will get only a lame excuse that there system do not show the level up of fuel after refueling...and thats it...your amount is not your at all...forget about the reward which you get after refueling which they show in there app...,,play store
Bounce,Vikas Kumar,13-Mar-20,"Actually no Stars,,, whenever I have tried to scan any bike it says it's not available even outside the metro I tried it where 10bikes are parked.. it still says no ride available, hopeless - is when you have hope of reaching bike is also their but scan can't happen",,play store
Bounce,Asman Mishal,4-Mar-20,"Im a regular user of bounce its good but still payment wise it needs to be corrected, it happend twice that the vehicle didn't even start and the bill came and I had to pay to use bouce for my next trip, bounce need to rectify this, my booking id that the vehicle didn't start were 45920369 I paid Rs 19.48 and ID no. 44894190 I paid 15.68 pls rectify",,play store
Bounce,Faraz Khan,5-Mar-20,"Even though the GPS is on it says enable it. This is happening from long time.. Have uninstalled reinstalled application multiple time also have clear the app data, restarted device multiple times but does not works. I am using Samsung S9 with Android 10",,play store
Bounce,hari vijaya,17-Mar-20,Yesterday I booked a ride with bounce.the front wheel was wobbling..could not even drive for a km.i then dropped it and picked up an auto.pls have a periodic inspection of the vehicles and no helmet too.and one more thing..it is showing the vehicles that is not available for ride.when I scan the number plate only I come to know the bike is not available but I have to walk till that point to check the status of the vehicle.pls check that.if the ride is not completed pls don't show those vehicles,,play store
Bounce,sandeep b,17-Mar-20,I suggest not to use this service why because the bikes are very dangerous the bike tyre screws are felling on the road and tyre is getting loose and there are chances that tyre may come out of the rim.This happened to me 3times.And also I booked a bike without fuel means low fuel .After travelling 300metres the bike got stopped suddenly and didnt start due to no fuel in it.To refuel it the filling station is 3km away how can I go and refuel it.So I ended the trip for this also they charged.,,play store
Bounce,Namrata agarwal,17-Mar-20,Worst app. If I can give stars in negative I would have given that... Their vehicles are horrible. They don't have user friendly app. It doesn't not end trip n then they charge heavily. Do hell with ur vehicle n and ur app. Deleting ur app forever. Wish I can block it msg n ur app . N ur customer service is horrible. No helpline service. Only mails... What the hell!,,play store
Bounce,Revanth,28-Feb-20,"Worst app i have ever see,security issues and lots of bugs. Plz Do not use bounce app bcz i logged in using OTP in friend's device with my number after that i logged into my device using OTP still it is in use in my friend's app and asking for the due amount which was used by my friend.It should logout from my friend when i using it in current device or else any assistence should be provide.There is no customer support at all",,play store
Bounce,Nivesh Thepade,2-Mar-20,"Customer support can be better.. I've raised issues multiple times and I have given all details.. The only feedback I get is this will be worked by our team.. I've already raised concern via 1961691 but looks no progress.. Customer support needs improvement.. Otherwise, great initiative... * * * * Update: I received a call within a day! Thanks for your support! I'd be glad to add last star provided the other long pending issue of ability to make higher recharge gets fixed.. (Ticket 1648966)43895",,play store
Bounce,Lead Life with ease Now,2-Mar-20,Driving license was updated after many emails and calls. After that I could find a scooter with helmet only at the 4th attempt. Used once but they are quoting Rs.10 per km and Rs.1 per hour. In bill they are not showing this fare explicitly. The fare is on the higher side. No details of tariff are displayed in the app. Not sure whether this is government approved rate,,play store
Bounce,has1918,29-Feb-20,"This app, the service alone deserves more than 5 stars, but many a times the vehicle is not there at the location! Apart from that an amazing service! I hope the public understands the effort BOUNCE has put in and they(public) treat the vehicles like their own!",,play store
Bounce,chethan srinivas,17-Mar-20,"Much improved app when compared to the older days, customer interaction should get improved more, also the offer like drop the bike at metro station and get 75% cashback is the fake one, i always drop my bike in bounce zone and i never received any cashback",,play store
Bounce,sathya murthy,6-Mar-20,"Ridiculous, I have been using the service from quite sometime, I had worst experience today, morning I walked around 4 kms and found 5 non working scooters and scooter was showing in app but not found in location, when I booked a bike from office to home which is my routine pickup and drop place, I was not able to end trip and the app said I am outside service limits, I had to ride back approximately 4 kms and come back walking in the night due to this app. Booking ID 45114375",,play store
Bounce,Sri Phani Kiran,4-Mar-20,No vehicle has helmet and few doesn't have fuel or re filling fuel option. I have an issue with payment I have tried multiple times to do payment for my ride but this app takes much time in loading the payment page and even it doesn't respond.,,play store
Bounce,Naga Rathan,14-Mar-20,"I recently took your electrical vehicle ride, which was really more eco friendly and don't have any noice also, please introduce more electric vehicles only rather than petrol vehicles. Appreciated for your work.",,play store
Bounce,Suresh Saravanan,15-Mar-20,App and service will good.... We are using one login both me and my wife.. my wife take the bike suddenly her mobile switch off.. on that I can't able stop and start on remotely. Need to resolve this one on app itself. (On above issue I called customer support they'll resolved this issue).,,play store
Bounce,Suresh Saravanan,15-Mar-20,App and service will good.... We are using one login both me and my wife.. my wife take the bike suddenly her mobile switch off.. on that I can't able stop and start on remotely. Need to resolve this one on app itself. (On above issue I called customer support they'll resolved this issue).,,play store
Bounce,Pardeep Sharma,15-Mar-20,"I am using bounce service. Once I used bike and forgot to put helmet in yrunck before ending trip. After ending trip I was not able to put Helmet, so i gave my feedback that unable to put helmet. So next day I took bounce bike, booking id 47032576 and there was no helmet in that bike and in app it was showing helmet is there. I came home and take hemlet which i ws not able to put in last ride and put while ending ride. Now they are sending me message to pay 600 penalty for helmet.",,play store
Bounce,Rajeeva Lochana,3-Mar-20,"Location has to improve, some times there is no vehicle at pickup point , I faced 4 vehicles today, there is no vehicle in pickup point , I think some problem in GPS Track. Please improve, your service purpose is very kind ",,play store
Bounce,Harshith Prasad,9-Mar-20,"I'm not able to report regarding stolen helmets. When I try to upload and submit the photos, I get no internet message. I've tried to reboot the phone , used wifi, use data even then it's not working.",,play store
Bounce,gowri shankar,1-Mar-20,There is no difference for good condition vehicle and bad condition or available vehicle and not available vehicle. It should indicate in map when customer is near to the vehicle instead of he /she scan and come to know this vehicle is not available or it is repair,,play store
Bounce,Mallikarjun Dodmani,28-Feb-20,"Very bad experience. Most of the bikes don't have helmets. After cancelling the ride due to helmet issue still we have to pay for that cancelled ride. Requested for refund for the cancelled ride, no response from bounce team. Booking ID- 43478931, 43481074",,play store
Bounce,Rishabh Bhatnagar,13-Mar-20,"Most of the time there are no vehicles available in my locality during most part of the day! Not a single scooter. And even if there is, there is no helmet in it. It has happened many a times that I reach the place and I find no scooter at that location, nowhere nearby!",,play store
Bounce,manikanta mkay,16-Mar-20,"Apps crashes right after installing and verifying the details. No way to use. Worst experience. After uninstall and reinstall, this time as I already have account set, after login it worked.",,play store
Bounce,zubair baig,17-Mar-20,"I thought the company is really looking forward to build up geniunely, and have very strong vision, but nothing was true. In all the way. 1. Always cost more than local transport method. 2. If the question is for time, always have wasted a lot of time to search scooter or end up with no helmets or mostly no fuel scooters or damaged scooter. 5. No refund even if we genuinely fueled the scooter and emailed the proof. 6. Effects a lot to environment as it demotes mass transport.",,play store
Bounce,babajan baig,5-Mar-20,Booking ID - 44940913. How bounce app considered our entered destination location if it is out of city? 2. How the bounce app allowed us to book and unlock the Scooty if the destination location is out of city? 3. We have parked and ended the trip at the entered destination location only without moving the vehicle anywhere else. So pathetic app.. Not possible to contact customer care. They made simply penalty (500) & collect the amt.. Raised dispute by no response from last 3 days,,play store
Bounce,Pratik Dutta,5-Mar-20,Great concept!!! Love the idea of picking and leaving the bike anywhere. The app is pretty easy to use too. However I think pricing is on a bit higher side and can be reduced.,,play store
Bounce,surya tej,2-Mar-20,"Wasting time, in maps it's showing vehicle is available when am trying to book in app it will show unable to book , why it is showing like that in maps and wasting our time...I hope that issue will resolve...",,play store
Bounce,Anup Nair,3-Mar-20,"I had to struggle for more than 10mins to end the ride.. I always use bounce, this is the first time it gave me such a pathetic experience.. You need to make your interface more friendly.. I never imagined to get this disappointed to rate them low..",,play store
e bike go,Tella Venkatasiva Chowdary  ,23 December 2019 ,it's great to see eco friendly bike for riders and b2b. go with #ebikego and save environment.,,Facebook
e bike go,Sharn Sokhi  .,20 October 2018 ,The showroom is very good and the staff in the workshop are really helpful. Overall they are quick in responding..Go with eBike..,,Facebook
e bike go,Nobel Ramgharia  ,20-Oct-18,it is great to see eco friendly bike....wao great,,Facebook
e bike go,Monica Punj ,22-Oct-18,Very good concept,,Facebook
e bike go,Suki Singh,20-Oct-18,I want to highly recommend for this bike because its not run with petrol and its safe for environment...,,Facebook
e bike go,Vishal Dhiman ,20 October 2018 ,it's amazing bike. and it's one time spend only,,Facebook
e bike go,Singh Ramgarhia,20-Oct-18,eBike is electronic bike and its available at very affordable price,,Facebook
e bike go,Viren Mahajan,20-Oct-18,Very helpful concept for India . I salute your initiative. We should support your work,,Facebook
e bike go,Harsh Mahajan,20-Oct-18,Wonderful initiative by this company,,Facebook
e bike go,Smita Soni,20-Oct-18,it's pollution free bike for clean our environment.,,Facebook
e bike go,Mohinder Singh,19-Oct-18,"its a super effort to control polution, and ebike save our expenditure in fuiels of vehciles",,Facebook
fae,Girinath Chandrasekaran,7-Oct-18,"Not able to login to the app, after entering mobile number redirect's to OTP page and entering OTP then clicking submit ,then it show error as invalid OTP , tried 3 times, same error","Hi Girinath, We have resolved the issue. Could you please update the app now. You should be able to receive the OTP. Thank you.",Google Play Store
fae,Nagaraj Gaonkar,1-Jun-19,Thanks for the prompt reply. Its showing the vehicles now. By the where is first ride free? I couldn't get or see the free ride option.,"Hi Nagaraj, kindly write a small email to us on reservations@faebikes.com. We will ensure that you get your first ride free. Happy riding!",Google Play Store
fae,venkat manoj,31-Oct-19,"If u can increase range to 80 kms it would be useful okinawa on road its giving only 50, in eco mode, in sport it is 45, hope fae uses long range in future, anyway hsr layout guy very nice boy responds",,Google Play Store
fae,ANKIT KUMAR,12-Jan-20,The app is not working. Tried reinstalling but it doesn't work.,,Google Play Store
fae,Deepesh Gurdasani,9-Jun-19,"Such a poor UI. No referral program. Why do we have to upload Aadhar card photo as there was a ruling by court that it is our choice if we wanna give aadhar details or not. in KYC, it only shows Aadhar (govt id).",,Google Play Store
fae,Prasanth S,10-Jun-19,nice and fast and stable service. fast customer service . easy login,,Google Play Store
fae,Harshit Moonat,14-Feb-19,not able to sign up when i give OTP it just keeps loading and never proceeds further tried alot . Will update my review once i use the service.,"We are glad to inform you that the issue has been sorted out. You should be able to register seamlessly. If you got any other trouble, please contact us on reservations@faebikes.com . Thanks",Google Play Store
fae,LOKESH KAMISETTY,10-Jun-19,"Great way to travel fast, hoping to see you come in other locations fast",,Google Play Store
fae,Sudarshan Subramanian,7-Oct-18,"I had to resend otp. 2) being a new app, you need more UX friendly approach","Hi Sudarshan, Thank you for your valuable feedback. We are continuously working towards better user experience. We have launched a new version of our app. Please update the app. Thank you very much!",Google Play Store
fae,manoj patidar,9-Oct-18,See a lot of improvement is going on which is sign of growth....Good job is done by you guys...keep it up.👏,"Hi Manoj, Thank you!",Google Play Store
fae,Dattatray Aidale,6-Oct-18,Not able fetch my mobile number. Very bad app,"Hi Dattatray, We have resolved the issue. Could you please update the app now. You should be able to receive the OTP. Thank you.",Google Play Store
fae,venkatesh anagani,10-Jun-19,good bike with full value for money. best deal with monthly reentals,,Google Play Store
fae,Kunal Sable,8-Oct-18,Nice concept..and affordable for college students,,Google Play Store
fae,Rutul Joshi,14-Feb-19,electric bike is always a good concept.....very economical compare to other rental bikes and pollution free... just need to promote more..,"Hi, Thanks for your feedback. We are continuously working on adding more features to our app to make your experience better.",Google Play Store
fae,Nigam Krishna,6-May-19,Great riding experience. Hats off to the team for exceptional customer support. Hoping to see you expand fast through out Bangalore so that city's end to end could be covered using FAE bike.,"Hi, Thanks for your feedback. We are continuously working on adding more features to our app to make your experience better.",Google Play Store
fae,Nagendra Gouthamas,9-Oct-18,"Did not got otp on first attempt, now working fine.","Hi Nagendra, Thank you very much for your feedback. Please update the app and try again. Let us know in case of any further issues faced.",Google Play Store
fae,Sangram Singh,30-May-19,i am using this bike from a month and its awesome in a traffic like bangalore its faster then i thought n m really happy with price they are providing this service. thank you guys .,Thanks a lot for your rating and safe rides :),Google Play Store
fae,Ramesh R,1-Jun-19,Super service in had use it and fast reply n help i got from customer care compare to other rentals company,It is delightful to hear such positive words and it’s always a pleasure to serve our users.,Google Play Store
fae,chakradhar B,31-May-19,app is crashing !!,"Hi Chakradhar, sorry for the inconvenience caused. We had our server temporarily switched off for maintenance reasons. Kindly check the app now. If the problem still persists, re-install the app and you should be able to book a vehicle. Thank you for your patience. Looking forward to serving you soon!",Google Play Store
fae,lackson lucky,1-Jun-19,I like bike rates for monthly,"Hi, Thanks for your feedback. We are continuously working on adding more features to our app to make your experience better.",Google Play Store
fae,Prathibha Prathi,30-Jan-19,wonderful experience.. guys for it. i think u will enjoy a lot.. thanks to faebikes,,Google Play Store
fae,Devi reddy yarrapareddy,8-Jun-19,i am using this app this is Very good fae bike,,Google Play Store
fae,Manju Lokare,8-Jun-19,under development app.,,Google Play Store
fae,Aaqib Zama,8-Oct-18,Not able to recieve OTP,"Hi Aaqib, We have resolved the issue. Could you please update the app now. You should be able to receive the OTP. Thank you.",Google Play Store
fae,Santan Barnwal,1-Jun-19,Not receivong OTP.,"Hi Santan, sorry for the inconvenience caused. We had our server temporarily switched off for maintenance reasons. Kindly check the app now. If the problem still persists, re-install the app and you should be able to book a vehicle. Thank you for your patience. Looking forward to serving you soon!",Google Play Store
fae,Deepak Jadhav,3-Jan-19,worst app ever,"Hi Jadhav, Thank you for your feedback. However, could you be more specific about your concern? We checked our database and don't see you have actually used our service. Please reach out to us at reservations@faebikes.com. We will address and resolve your concern at the earliest. Thanks!",Google Play Store
fae,shwetang prasad,10-Jun-19,"convenient,fast and hassle free. A very good initiative and resolutions are quick. Kindly expand your base to more locations",,Google Play Store
fae,Rahil Gupta,17-Jan-20,App Sucks,,Google Play Store
fae,Syed Faizan,27-Jun-19,super,,Google Play Store
fae,arun n,10-Oct-18,User friendly..,,Google Play Store
fae,aman singh,8-Oct-18,Great!!,"Hi Aman, Thank you for your feedback! It means a lot! We are continuously working towards better user experience. Please do update us regarding any further feedback at reservations@faebikes.com. Thanks again!",Google Play Store
fae,Mallesh KM,24-Aug-18,Good app it help us a lot at night the guy delivery last weekend,,Google Play Store
fae,Kirik Kuppi,14-Jul-18,Super cool app,,Google Play Store
fae,Syed Moinuddin,20-Jul-18,Good Thanks,,Google Play Store
fae,Syed Faizan Mynuddin,25-Jun-17,Its good,,Google Play Store
fae,arman anees,26-Mar-17,"I found this app really helpful, I can save my money",,Google Play Store
fae,naman doshi,27-Apr-17,"User friendly interface,nice concept",,Google Play Store
fae,Priyanka Buwe,28-Mar-17,Amazing n easy way for commute.,,Google Play Store
fae,Bikram Sahu,26-Mar-17,This app is very helpful for me,,Google Play Store
fae,Rohit Kaithwar,18-Apr-17,Grt app,,Google Play Store
fae,Rishav Rajora,13-Apr-17,Awsome app.. really loved it,,Google Play Store
fae,Venugopal K,24-Apr-17,Simple UI and best prices,,Google Play Store
fae,Asif Ali,18-Apr-17,Great initiation.... Keep it up,"Hi Asif, Thank you for your feedback.",Google Play Store
fae,Lakhvinder singh,13-Apr-17,Very innovative...Will surely use...,,Google Play Store
fae,Sheikh Nasiruddin,21-Apr-17,Awesome....Nice initiative,,Google Play Store
fae,Shalini Mourya,27-Apr-17,V good,,Google Play Store
fae,aman soni,25-Mar-17,This could be the beginning of a new trend in reducing the grave problem of pollution and at the same time maintaining good health,,Google Play Store
fae,archana ramachandra,30-Jan-17,Its a very cost effective way of commuting. Thank u fae.,,Google Play Store
fae,Sameeya I,20-Jan-17,Reduce time,,Google Play Store
fae,ARPANA Jain,2-Feb-17,Nyc app,,Google Play Store
fae,manjunath g,30-Jan-17,Good we can time,,Google Play Store
fae,Sandesh Chandra,6-Dec-16,Good Good experience look it.....,,Google Play Store
fae,khizer ahamed,25-Mar-17,Really useful,,Google Play Store
fae,Ratiranjan Prajapati,25-Mar-17,Perfect,,Google Play Store
fae,Hamid Khan,25-Mar-17,Superb,,Google Play Store
fae,Md Irfan Ahmad,3-Dec-16,Awesome..independent..great service. It will minimize the times wasted on other means of transportation.! 👍,,Google Play Store
fae,thilak kumar,29-Nov-16,Love it Super cool app it's easy to ride bike den to own bike n less price 3rs/km,,Google Play Store
fae,Mohammed Afridi,3-Dec-16,I Love it,,Google Play Store
fae,Ashiq Ashiq,15-Nov-16,Fae bikes Love it.. It's easy no deposit.. And less price too....,,Google Play Store
fae,anil. Gundu,1-Dec-16,Ya its good Better try to keep more opition of bikes,,Google Play Store
fae,venkatesh gartham,23-Jul-18,It's was so good to have a bike like navi,,Google Play Store
fae,Naveen Yadav,3-May-17,Great concept..... One of a kind in the city and a great help for people,,Google Play Store
fae,Manish Mahi,15-Jan-17,Amazing Great it's time to Save money by this,,Google Play Store
fae,Piyush Sharma,24-Apr-17,Great Option to tackle Bengaluru Traffic,"Thank you for your feedback, Piyush! We hope to serve you again!",Google Play Store
fae,Suhasini,8-May-17,Useful nd easy way for commute,,Google Play Store
fae,alka giri,17-Apr-17,Amazing and easy way of continue,,Google Play Store
fae,Baladitya Dhruw,8-May-17,Keep it on....,,Google Play Store
fae,shruti sharma,17-Apr-17,Awesome experience😎😇,,Google Play Store
fae,what's app status,25-Mar-17,Nice app I love this service.....!!!!!,,Google Play Store
fae,Ratana Srivastava,18-Apr-17,It is very good,,Google Play Store
fae,Manoj R,20-Jul-18,Super,,Google Play Store
fae,Prathama N Gowda,23-Jul-18,Cool app 😎,,Google Play Store
fae,SAYYED SHAUKAT,10-Feb-17,really good,,Google Play Store
fae,swati jaiswal,17-Apr-17,Amazing service,,Google Play Store
fae,Venugopal R,23-Jul-18,Very good,,Google Play Store
fae,Satyam Rathore,24-Apr-17,Great idea,,Google Play Store
fae,brunda reddy,10-Oct-18,Useful app,,Google Play Store
fae,Udit Dokania,3-Jan-17,Loved the service,,Google Play Store
fae,ashish soni,3-May-17,Nice app... 😉😊,,Google Play Store
fae,prakash dm,27-Apr-17,Nice,,Google Play Store
Mobycy,Oam Prakash,13/11/2019,"The worst first time experience!
I have tried to use your service first time as I was bit late and not getting Any shares transport but it was turned be the worst experience. The scooter got unlocked showing 60 percent battery but it does not get started.",,Play store
Mobycy,Sudip,9/8/2018,"Good Idea. Bad Technology
I was very excited about Mobycy when it was launched though that this is going to be a part of my daily commuting. Well it’s kind of a disaster the app fails you most of the time you need it. The worst is even the customer care doesn’t care to respond to issues. Last time even after marking the founder on a mail never got a resolution.",,Play store
Mobycy,"chirag aror
","
14/09/2018",I really liked your concept from the minute I came to know about it.,,Play store
Mobycy,Amogh,31/05/2019,maintenance of bikes is non-existent.,,Play store
Mobycy,chirag aror,16/06/2018,The idea behind the app is helping reduce the pollution and promote healthier living. Contributing towards earth and making the lives of people much more healthier,,Play store
Mobycy,abhihbti,17/10/2019,I used Mobcy almost every day. It’s easy to use and cheap compare to other options available to reach my office from metro. ,,Play store
Mobycy,vikkuv,3/8/2019,Amazing service with electric scooter. Keep bikes well maintained to serve well.,,Play store
Mobycy,Aditya Joby,15/05/2019,"Bad Idea, and Poor implementation.Turned out that bikes corroded fast",,Play store
Mobycy,"kkkaushik, ",16/12/2019,Off late I started facing challenge using the ride as I could not end the ride using iPhone. I was charged very high as the ride was open even after I completed it physically.,,Play store
Mobycy,surajpan,20/04/2018,"Cycles are not maintained and often cycles are not available in parking area during peak hours. Rather than focusing on e-bikes and e-scooters, team should focus on one product and make it successfully implemented before moving on to other.",,Play store
Mobycy,"MePrashant, ",20/04/2018,"Super experience
Guys this awesome service I enjoyed a lot and app is so much user friendly and i can give 5/5⭐️ to developers and testers

But one suggestion i have is, please look at cycle maintenance ✌️

",,Play store
Mobycy,"mr.khan78601, ",13/05/2018,"Needs a lot of improvement
First thing it takes too many attempts to unlock the cycle.
It never asked me to link my paytm and money directly gets deducted from paytm.(privacy concern)
I don’t see any option to switch payment method.",,Play store
Mobycy,epsiodefan,17/06/2018,"Great app.This app is really user friendly and a really great choice for all those out there who would like to make their contribution towards protecting our environment.

",,Play store
Mobycy,vikasku123,20/12/2018,"Use Mobycy frequently for local errands. Shortage of bikes, poor maintenance and small coverage area in Gurgaon need to be tackled. The QR based unlocking application needs improvement.",,Play store
Mobycy,"Shee0803, ",12/1/2019,"Bycycle not getting unlocked after many attempts
Am trying to unlock bike and it is retrying but not unlocking any of the 2 bikes parked. Each time message appears as failed to unlock try again later.",,Play store
Mobycy,aman2607847,18/01/2019,Superb idea.I am personally a fan of eco friendly products. This is fun and easy too.,,Play store
Mobycy,"vinni0416, ",4/2/2019,Very good application and unique business idea. It feels great to ride. Though availability is little less but I enjoy it a lot and use it on daily basis,,Play store
Mobycy,RMD05,5/7/2019,mobycy bikes are awesome and this is my first ever experience,,Play store
Mobycy,"jbyogesh, ",11/10/2019,It’s a very gud concept and i think this is the best way to reduce the pollution in delhi.,,Play store
Mobycy,skumar-74,25/10/2019,"It’s a very useful and wonderful initiative to save environment. I use it for my daily commute to office, it’s cost effective too",,Play store
Mobycy,"zxshfkeosbdk,",3/4/2018," no maintenance of cycles, unlocking does not work or takes a long time to unlock, cycle gets picked up even when i have taken a break etc.",,Play store
